model,Geotrend/bert-base-10lang-cased,Geotrend/bert-base-15lang-cased,Geotrend/bert-base-25lang-cased,Geotrend/distilbert-base-25lang-cased,Geotrend/distilbert-base-en-fr-cased,Geotrend/distilbert-base-en-fr-es-pt-it-cased,Geotrend/distilbert-base-fr-cased,bert-base-multilingual-cased,bert-base-multilingual-uncased,camembert/camembert-base,camembert/camembert-large,dangvantuan/sentence-camembert-base,dangvantuan/sentence-camembert-large,distilbert-base-uncased,flaubert/flaubert_base_cased,flaubert/flaubert_base_uncased,flaubert/flaubert_large_cased,intfloat/multilingual-e5-base,intfloat/multilingual-e5-large,intfloat/multilingual-e5-small,izhx/udever-bloom-1b1,izhx/udever-bloom-560m,sentence-transformers/LaBSE,sentence-transformers/all-MiniLM-L12-v2,sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-transformers/multi-qa-MiniLM-L6-cos-v1,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,sentence-transformers/sentence-t5-base,sentence-transformers/sentence-t5-large,sentence-transformers/sentence-t5-xl,sentence-transformers/sentence-t5-xxl,shibing624/text2vec-base-multilingual,text-embedding-ada-002,voyage-01,voyage-02,voyage-lite-01,vprelovac/universal-sentence-encoder-multilingual-3,xlm-roberta-base,xlm-roberta-large
sentence-transformers/all-MiniLM-L12-v2,0.8947368421052632,0.8947368421052632,0.8885448916408669,0.9029927760577915,0.9215686274509803,0.9029927760577915,0.9029927760577915,0.8947368421052632,0.9463364293085655,0.8431372549019608,0.9298245614035088,0.9649122807017544,0.8968008255933952,0.6367389060887513,0.6429308565531475,0.675954592363261,0.7275541795665634,0.7832817337461301,0.7770897832817337,0.7647058823529411,0.9,0.7230392156862745,0.6367389060887513,1.0,0.936016511867905,0.675954592363261,0.9504643962848297,0.7007223942208463,0.9235294117647059,0.9117647058823529,0.8558823529411764,0.7181818181818181,0.6800825593395253,,,1.0,,0.6986584107327142,0.7275541795665634,0.7027863777089783
sentence-transformers/all-MiniLM-L6-v2,0.8658410732714138,0.8658410732714138,0.8637770897832817,0.8864809081527347,0.9071207430340558,0.8864809081527347,0.8864809081527347,0.7192982456140351,0.8298245614035088,0.743859649122807,0.7842105263157895,0.9215686274509803,0.9052631578947369,0.48596491228070177,0.6594427244582043,0.6263157894736842,0.7048503611971104,0.7523219814241486,0.7461300309597523,0.7649122807017544,0.9411764705882353,0.6635706914344686,0.6350877192982456,0.936016511867905,1.0,0.6697626418988648,0.9649122807017544,0.6449948400412797,0.9558823529411765,0.9294117647058824,0.8647058823529412,0.6636363636363637,0.6388028895768834,1.0,,0.9285714285714286,,0.7052631578947368,0.5754385964912281,0.6526315789473685
sentence-transformers/distiluse-base-multilingual-cased-v2,0.5356037151702786,0.5356037151702786,0.5252837977296182,0.5397316821465429,0.5624355005159959,0.5397316821465429,0.5397316821465429,0.5356037151702786,0.6222910216718266,0.5294117647058824,0.6016511867905057,0.6615067079463365,0.8864809081527347,0.2528379772961816,0.28586171310629516,0.28792569659442724,0.32507739938080493,0.9649122807017544,0.9690402476780186,0.9525283797729618,0.6176470588235294,0.33088235294117646,0.9938080495356038,0.675954592363261,0.6697626418988648,1.0,0.6924664602683178,0.9587203302373581,0.7029411764705882,0.8235294117647058,0.9117647058823529,0.9545454545454546,0.9525283797729618,,,0.8928571428571429,,0.9649122807017544,0.35810113519091846,0.347781217750258
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,0.7977296181630547,0.7977296181630547,0.7915376676986584,0.8163054695562435,0.8431372549019608,0.8163054695562435,0.8163054695562435,0.6935064935064935,0.8246753246753247,0.7220779220779221,0.7584415584415585,0.9525283797729618,0.9246753246753247,0.45964912280701753,0.6701754385964912,0.7116883116883117,0.7275541795665634,0.7874097007223942,0.7770897832817337,0.8207792207792208,0.95,0.6388028895768834,0.6922077922077922,0.9504643962848297,0.9649122807017544,0.6924664602683178,1.0,0.653250773993808,0.9705882352941176,0.9411764705882353,0.888235294117647,0.6818181818181818,0.6656346749226006,1.0,1.0,0.9833333333333333,1.0,0.7571428571428571,0.625974025974026,0.6909090909090909
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.628482972136223,0.628482972136223,0.6202270381836945,0.630546955624355,0.6429308565531475,0.630546955624355,0.630546955624355,0.628482972136223,0.6388028895768834,0.5500515995872033,0.628482972136223,0.6842105263157895,0.8617131062951496,0.3828689370485036,0.2837977296181631,0.31682146542827655,0.37254901960784315,0.9463364293085655,0.9504643962848297,0.9215686274509803,0.55,0.375,0.9442724458204335,0.7007223942208463,0.6449948400412797,0.9587203302373581,0.653250773993808,1.0,0.6441176470588236,0.7764705882352941,0.861764705882353,0.9636363636363636,0.9711042311661506,,,0.9642857142857143,,0.9318885448916409,0.3828689370485036,0.36016511867905054
sentence-transformers/sentence-t5-base,0.7764705882352941,0.7764705882352941,0.7764705882352941,0.7970588235294118,0.8264705882352941,0.7970588235294118,0.7970588235294118,0.7764705882352941,0.9058823529411765,0.8382352941176471,0.8941176470588236,0.9117647058823529,0.9176470588235294,0.5235294117647059,0.6529411764705882,0.6294117647058823,0.6676470588235294,0.7823529411764706,0.7647058823529411,0.7794117647058824,0.9529411764705882,0.6705882352941176,0.6588235294117647,0.9235294117647059,0.9558823529411765,0.7029411764705882,0.9705882352941176,0.6441176470588236,1.0,0.9764705882352941,0.9176470588235294,0.7090909090909091,0.6676470588235294,,,1.0,,0.7147058823529412,0.7029411764705882,0.7235294117647059
sentence-transformers/sentence-t5-large,0.7735294117647059,0.7735294117647059,0.7735294117647059,0.7852941176470588,0.8117647058823529,0.7852941176470588,0.7852941176470588,0.7735294117647059,0.888235294117647,0.8176470588235294,0.8764705882352941,0.9,0.9705882352941176,0.5058823529411764,0.5558823529411765,0.5411764705882353,0.6,0.8794117647058823,0.8676470588235294,0.8705882352941177,0.9117647058823529,0.5970588235294118,0.7794117647058824,0.9117647058823529,0.9294117647058824,0.8235294117647058,0.9411764705882353,0.7764705882352941,0.9764705882352941,1.0,0.9735294117647059,0.7909090909090909,0.788235294117647,,,1.0,,0.8147058823529412,0.6294117647058823,0.6529411764705882
sentence-transformers/sentence-t5-xl,0.6794117647058824,0.6794117647058824,0.6794117647058824,0.6970588235294117,0.7264705882352941,0.6970588235294117,0.6970588235294117,0.6794117647058824,0.8,0.7294117647058823,0.7941176470588235,0.8529411764705882,0.9852941176470589,0.3941176470588235,0.42058823529411765,0.4117647058823529,0.47352941176470587,0.9382352941176471,0.9352941176470588,0.9352941176470588,0.8441176470588235,0.47352941176470587,0.8794117647058823,0.8558823529411764,0.8647058823529412,0.9117647058823529,0.888235294117647,0.861764705882353,0.9176470588235294,0.9735294117647059,1.0,0.9,0.8705882352941177,,,1.0,,0.888235294117647,0.5117647058823529,0.5147058823529411
sentence-transformers/sentence-t5-xxl,0.5181818181818182,0.5181818181818182,0.5181818181818182,0.5,0.5636363636363636,0.5,0.5,0.5181818181818182,0.5909090909090909,0.5818181818181818,0.6090909090909091,0.7,0.8818181818181818,0.13636363636363635,0.19090909090909092,0.14545454545454545,0.24545454545454545,0.9818181818181818,0.990909090909091,0.9818181818181818,0.5909090909090909,0.3,0.9090909090909091,0.7181818181818181,0.6636363636363637,0.9545454545454546,0.6818181818181818,0.9636363636363636,0.7090909090909091,0.7909090909090909,0.9,1.0,0.9363636363636364,,,1.0,,0.9636363636363636,0.2818181818181818,0.2636363636363636
shibing624/text2vec-base-multilingual,0.5624355005159959,0.5624355005159959,0.5541795665634675,0.564499484004128,0.5851393188854489,0.564499484004128,0.564499484004128,0.5624355005159959,0.6057791537667698,0.5397316821465429,0.5913312693498453,0.6718266253869969,0.8452012383900929,0.32301341589267285,0.347781217750258,0.3560371517027864,0.4055727554179567,0.9442724458204335,0.9484004127966976,0.9256965944272446,0.5764705882352941,0.42401960784313725,0.9463364293085655,0.6800825593395253,0.6388028895768834,0.9525283797729618,0.6656346749226006,0.9711042311661506,0.6676470588235294,0.788235294117647,0.8705882352941177,0.9363636363636364,1.0,,,0.9642857142857143,,0.9236326109391125,0.40763673890608876,0.3973168214654283
text-embedding-ada-002,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
voyage-01,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
voyage-02,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.65,0.65,0.5666666666666667,0.65,0.9285714285714286,0.9166666666666666,0.47619047619047616,0.5952380952380952,0.5666666666666667,0.7142857142857143,0.9285714285714286,0.8571428571428571,0.9666666666666667,0.7,0.5357142857142857,0.7833333333333333,1.0,0.9285714285714286,0.8928571428571429,0.9833333333333333,0.9642857142857143,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,0.9666666666666667,0.45,0.5166666666666667
voyage-lite-01,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vprelovac/universal-sentence-encoder-multilingual-3,0.5314757481940144,0.5314757481940144,0.5232198142414861,0.5521155830753354,0.5768833849329206,0.5521155830753354,0.5521155830753354,0.5558441558441558,0.6415584415584416,0.5337662337662338,0.5974025974025974,0.6573787409700722,0.9012987012987013,0.14385964912280702,0.34385964912280703,0.43116883116883115,0.34365325077399383,0.9504643962848297,0.9401444788441693,0.9597402597402598,0.6264705882352941,0.28586171310629516,0.948051948051948,0.6986584107327142,0.7052631578947368,0.9649122807017544,0.7571428571428571,0.9318885448916409,0.7147058823529412,0.8147058823529412,0.888235294117647,0.9636363636363636,0.9236326109391125,1.0,1.0,0.9666666666666667,1.0,1.0,0.42597402597402595,0.45194805194805193
xlm-roberta-base,0.6965944272445821,0.6965944272445821,0.7027863777089783,0.7131062951496389,0.737874097007224,0.7131062951496389,0.7131062951496389,0.8077922077922078,0.8350649350649351,0.9090909090909091,0.8454545454545455,0.7110423116615067,0.5233766233766234,0.775438596491228,0.9315789473684211,0.8948051948051948,0.9318885448916409,0.5211558307533539,0.49226006191950467,0.535064935064935,0.7676470588235295,0.9463364293085655,0.4883116883116883,0.7275541795665634,0.5754385964912281,0.35810113519091846,0.625974025974026,0.3828689370485036,0.7029411764705882,0.6294117647058823,0.5117647058823529,0.2818181818181818,0.40763673890608876,1.0,1.0,0.45,1.0,0.42597402597402595,1.0,0.9701298701298702
